file	code	lang	family	country	Total	Books
maa-maaNT.txt	maa	Mazatec, San Jerónimo Tecóatl	Otomanguean	Mexico	7957	27
maj-majNT.txt	maj	Mazatec, Jalapa de Díaz	Otomanguean	Mexico	7957	27
mal-mal.txt	mal	Malayalam	Dravidian	India	31089	66
mal-malc.txt	mal	Malayalam	Dravidian	India	31098	66
mam-mamC.txt	mam	Mam	Mayan	Guatemala	7957	27
mam-mamNT.txt	mam	Mam	Mayan	Guatemala	7957	27
maq-maqNT.txt	maq	Mazatec, Chiquihuitlán	Otomanguean	Mexico	7956	27
mar-mar.txt	mar	Marathi	Indo-European	India	31099	66
mau-mauNT.txt	mau	Mazatec, Huautla	Otomanguean	Mexico	7956	27
mav-mavNT.txt	mav	Sateré-Mawé	Tupian	Brazil	7957	27
maz-mazNT.txt	maz	Mazahua, Central	Otomanguean	Mexico	7956	27
mbb-mbbOT.txt	mbb	Manobo, Western Bukidnon	Austronesian	Philippines	23142	39
mbc-mbcNT.txt	mbc	Macushi	Cariban	Brazil	7957	27
mbh-mbh.txt	mbh	Mangseng	Austronesian	Papua New Guinea	7955	27
mbj-mbjNT.txt	mbj	Nadëb	Puinavean	Brazil	7957	27
mbl-mblNT.txt	mbl	Maxakalí	Maxakalian	Brazil	7957	27
mbs-mbs.txt	mbs	Manobo, Sarangani	Austronesian	Philippines	9490	28
mbt-mbtNT.txt	mbt	Manobo, Matigsalug	Austronesian	Philippines	7957	27
mca-mca.txt	mca	Maka	Matacoan	Paraguay	7957	27
mcb-mcbNT.txt	mcb	Matsigenka	Maipurean	Peru	7957	27
mcd-mcdNT.txt	mcd	Sharanahua	Panoan	Peru	7957	27
mcf-mcfNT.txt	mcf	Matses	Panoan	Peru	7957	27
mco-mcoNT.txt	mco	Mixe, Coatlán	Mixe-Zoquean	Mexico	7956	27
mcp-mcp.txt	mcp	Makaa	Niger-Congo	Cameroon	7957	27
mcq-mcq.txt	mcq	Ese	Trans-New Guinea	Papua New Guinea	7955	27
mcr-mcr.txt	mcr	Menya	Trans-New Guinea	Papua New Guinea	7957	27
mdy-mdyeth.txt	mdy	Male	Afro-Asiatic	Ethiopia	7954	27
med-med.txt	med	Melpa	Trans-New Guinea	Papua New Guinea	7957	27
mee-mee.txt	mee	Mengen	Austronesian	Papua New Guinea	7955	27
mek-mek.txt	mek	Mekeo	Austronesian	Papua New Guinea	7957	27
meq-meq.txt	meq	Merey	Afro-Asiatic	Cameroon	7957	27
met-met.txt	met	Mato	Austronesian	Papua New Guinea	11107	31
meu-meu.txt	meu	Motu	Austronesian	Papua New Guinea	31094	66
mgc-mgc.txt	mgc	Morokodo	Nilo-Saharan	South Sudan	3846	6
mgh-mgh.txt	mgh	Makhuwa-Meetto	Niger-Congo	Mozambique	2367	4
mgh-mgh2016.txt	mgh	Makhuwa-Meetto	Niger-Congo	Mozambique	7957	27
mgw-mgw.txt	mgw	Matumbi	Niger-Congo	Tanzania, United Republic of	2153	2
mhl-mhl.txt	mhl	Mauwake	Trans-New Guinea	Papua New Guinea	7957	27
mib-mibNT.txt	mib	Mixtec, Atatlahuca	Otomanguean	Mexico	7956	27
mic-micMIQNT.txt	mic	Mi’kmaq	Algic	Canada	7957	27
mie-mieNT.txt	mie	Mixtec, Ocotepec	Otomanguean	Mexico	7956	27
mig-migNT.txt	mig	Mixtec, San Miguel el Grande	Otomanguean	Mexico	7956	27
mih-mihNT.txt	mih	Mixtec, Chayuco	Otomanguean	Mexico	7956	27
mil-milNT.txt	mil	Mixtec, Peñoles	Otomanguean	Mexico	7956	27
mio-mioNT.txt	mio	Mixtec, Pinotepa Nacional	Otomanguean	Mexico	7956	27
mir-mirNT.txt	mir	Mixe, Isthmus	Mixe-Zoquean	Mexico	7956	27
mit-mitNT.txt	mit	Mixtec, Southern Puebla	Otomanguean	Mexico	7956	27
miz-mizNT.txt	miz	Mixtec, Coatzospan	Otomanguean	Mexico	7956	27
mjc-mjcNT.txt	mjc	Mixtec, San Juan Colorado	Otomanguean	Mexico	7956	27
mkj-mkj.txt	mkj	Mokilese	Austronesian	Micronesia, Federated States of	2900	3
mkl-mkl.txt	mkl	Mokole	Niger-Congo	Benin	7957	27
mkn-mkn.txt	mkn	Malay, Kupang	Creole	Indonesia	9790	31
mks-mksNT.txt	mks	Mixtec, Silacayoapan	Otomanguean	Mexico	7956	27
mle-mle.txt	mle	Manambu	Sepik	Papua New Guinea	7956	27
mlh-mlh.txt	mlh	Mape	Trans-New Guinea	Papua New Guinea	7957	27
mlp-mlp.txt	mlp	Bargam	Trans-New Guinea	Papua New Guinea	7955	27
mmo-mmo.txt	mmo	Buang, Mangga	Austronesian	Papua New Guinea	7957	27
mmx-mmx.txt	mmx	Madak	Austronesian	Papua New Guinea	10417	28
mna-mna.txt	mna	Mbula	Austronesian	Papua New Guinea	13792	33
mop-mopNT.txt	mop	Maya, Mopán	Mayan	Belize	7957	27
mox-mox.txt	mox	Molima	Austronesian	Papua New Guinea	7957	27
mph-mph.txt	mph	Maung	Australian	Australia	680	2
mpj-mpj.txt	mpj	Martu Wangka	Australian	Australia	5658	22
mpm-mpmNT.txt	mpm	Mixtec, Yosondúa	Otomanguean	Mexico	7956	27
mpp-mpp.txt	mpp	Migabac	Trans-New Guinea	Papua New Guinea	8042	28
mps-mps.txt	mps	Dadibi	Trans-New Guinea	Papua New Guinea	31098	66
mpt-mpt.txt	mpt	Mian	Trans-New Guinea	Papua New Guinea	7957	27
mpx-mpx.txt	mpx	Misima-Panaeati	Austronesian	Papua New Guinea	12159	37
mqb-mqbNT.txt	mqb	Mbuko	Afro-Asiatic	Cameroon	7957	27
mqj-mqjNT.txt	mqj	Mamasa	Austronesian	Indonesia	7957	27
msb-msb.txt	msb	Masbatenyo	Austronesian	Philippines	7957	27
msc-msc.txt	msc	Maninka, Sankaran	Niger-Congo	Guinea	2940	4
msk-msk.txt	msk	Mansaka	Austronesian	Philippines	7955	27
msm-msmNT.txt	msm	Manobo, Agusan	Austronesian	Philippines	7939	27
msy-msy.txt	msy	Aruamu	Ramu-Lower Sepik	Papua New Guinea	7957	27
msy-msy2020.txt	msy	Aruamu	Ramu-Lower Sepik	Papua New Guinea	31098	66
mti-mti.txt	mti	Maiwa	Trans-New Guinea	Papua New Guinea	7955	27
mto-mtoNT.txt	mto	Mixe, Totontepec	Mixe-Zoquean	Mexico	7956	27
mux-mux.txt	mux	Bo-Ung	Trans-New Guinea	Papua New Guinea	7957	27
muy-muy.txt	muy	Muyang	Afro-Asiatic	Cameroon	7957	27
mva-mva.txt	mva	Manam	Austronesian	Papua New Guinea	7957	27
mvn-mvn.txt	mvn	Minaveha	Austronesian	Papua New Guinea	7951	27
mwc-mwc.txt	mwc	Are	Austronesian	Papua New Guinea	4409	12
mwe-mwe.txt	mwe	Mwera	Niger-Congo	Tanzania, United Republic of	7957	27
mwf-mwf2018.txt	mwf	Murrinh-Patha	Australian	Australia	4374	12
mwp-mwp.txt	mwp	Kala Lagaw Ya	Australian	Australia	5928	8
mxb-mxbNT.txt	mxb	Mixtec, Tezoatlán	Otomanguean	Mexico	7956	27
mxp-mxpNT.txt	mxp	Mixe, Tlahuitoltepec	Mixe-Zoquean	Mexico	7956	27
mxq-mxqNT.txt	mxq	Mixe, Juquila	Mixe-Zoquean	Mexico	7955	27
mxt-mxtNT.txt	mxt	Mixtec, Jamiltepec	Otomanguean	Mexico	7956	27
mya-mya.txt	mya	Burmese	Sino-Tibetan	Myanmar	31072	66
mya-myajvb.txt	mya	Burmese	Sino-Tibetan	Myanmar	31040	66
myk-myk.txt	myk	Sénoufo, Mamara	Niger-Congo	Mali	8089	29
myu-myu.txt	myu	Mundurukú	Tupian	Brazil	7957	27
myw-myw.txt	myw	Muyuw	Austronesian	Papua New Guinea	7957	27
myy-myy.txt	myy	Macuna	Tucanoan	Colombia	7957	27
mzz-mzz.txt	mzz	Maiadomu	Austronesian	Papua New Guinea	678	1
nab-nabNT.txt	nab	Nambikuára, Southern	Nambikwara	Brazil	7957	27
naf-naf.txt	naf	Nabak	Trans-New Guinea	Papua New Guinea	7956	27
nak-nak.txt	nak	Nakanai	Austronesian	Papua New Guinea	7957	27
nas-nas.txt	nas	Naasioi	South Bougainville	Papua New Guinea	8094	28
nay-nay.txt	nay	Ngarrindjeri	Australian	Australia	390	4
nbq-nbq.txt	nbq	Nggem	Trans-New Guinea	Indonesia	3855	13
nca-nca.txt	nca	Iyo	Trans-New Guinea	Papua New Guinea	7957	27
nch-nchBl.txt	nch	Nahuatl, Central Huasteca	Uto-Aztecan	Mexico	31098	66
ncj-ncjNT.txt	ncj	Nahuatl, Northern Puebla	Uto-Aztecan	Mexico	7956	27
ncl-nclNT.txt	ncl	Nahuatl, Michoacán	Uto-Aztecan	Mexico	7956	27
ncu-ncuNT.txt	ncu	Chumburung	Niger-Congo	Ghana	7956	27
ndg-ndg.txt	ndg	Ndengereko	Niger-Congo	Tanzania, United Republic of	7951	27
ndj-ndj.txt	ndj	Ndamba	Niger-Congo	Tanzania, United Republic of	7957	27
nfa-nfa.txt	nfa	Dhao	Austronesian	Indonesia	9490	28
ngp-ngp.txt	ngp	Ngulu	Niger-Congo	Tanzania, United Republic of	7957	27
ngu-nguNT.txt	ngu	Nahuatl, Guerrero	Uto-Aztecan	Mexico	7956	27
nhe-nheBl.txt	nhe	Nahuatl, Eastern Huasteca	Uto-Aztecan	Mexico	31098	66
nhe-nheNT.txt	nhe	Nahuatl, Eastern Huasteca	Uto-Aztecan	Mexico	7956	27
nhg-nhgNT.txt	nhg	Nahuatl, Tetelcingo	Uto-Aztecan	Mexico	7954	27
nhi-nhiNT.txt	nhi	Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla	Uto-Aztecan	Mexico	7957	27
nho-nho.txt	nho	Takuu	Austronesian	Papua New Guinea	7957	27
nhr-nhr.txt	nhr	Naro	Khoe-Kwadi	Botswana	7949	27
nhu-nhuNT.txt	nhu	Noone	Niger-Congo	Cameroon	7956	27
nhw-nhwBl.txt	nhw	Nahuatl, Western Huasteca	Uto-Aztecan	Mexico	31098	66
nhy-nhyNT.txt	nhy	Nahuatl, Northern Oaxaca	Uto-Aztecan	Mexico	7956	27
nif-nif.txt	nif	Nek	Trans-New Guinea	Papua New Guinea	3779	4
nii-nii.txt	nii	Nii	Trans-New Guinea	Papua New Guinea	7955	27
nin-ninNT.txt	nin	Ninzo	Niger-Congo	Nigeria	7957	27
nko-nkoNT.txt	nko	Nkonya	Niger-Congo	Ghana	7957	27
nld-nld1939.txt	nld	Dutch	Indo-European	Netherlands	34780	73
nlg-nlg.txt	nlg	Gela	Austronesian	Solomon Islands	14632	36
nmw-nmws.txt	nmw	Rifao	Austronesian	Papua New Guinea	1226	2
nna-nna.txt	nna	Nyangumarta	Australian	Australia	2399	27
nnq-nnq.txt	nnq	Ngindo	Niger-Congo	Tanzania, United Republic of	7957	27
noa-noaE.txt	noa	Woun Meu	Chocoan	Colombia	7957	27
noa-noaH.txt	noa	Woun Meu	Chocoan	Colombia	7957	27
nop-nop.txt	nop	Numanggang	Trans-New Guinea	Papua New Guinea	11950	29
not-notNT.txt	not	Nomatsigenga	Maipurean	Peru	7957	27
nou-nou.txt	nou	Ewage-Notu	Trans-New Guinea	Papua New Guinea	7956	27
npi-npiulb.txt	npi	Nepali	Indo-European	Nepal	31099	66
npl-nplNT.txt	npl	Nahuatl, Southeastern Puebla	Uto-Aztecan	Mexico	7951	27
nsn-nsn.txt	nsn	Nehan	Austronesian	Papua New Guinea	7957	27
nss-nss.txt	nss	Nali	Austronesian	Papua New Guinea	5510	7
ntj-ntj.txt	ntj	Ngaanyatjarra	Australian	Australia	13028	50
ntp-ntpNT.txt	ntp	Tepehuan, Northern	Uto-Aztecan	Mexico	7956	27
ntu-ntu.txt	ntu	Natügu	Austronesian	Solomon Islands	10500	29
nuy-nuy.txt	nuy	Nunggubuyu	Australian	Australia	8377	30
nvm-nvm.txt	nvm	Namiae	Trans-New Guinea	Papua New Guinea	7957	27
nwi-nwi.txt	nwi	Tanna, Southwest	Austronesian	Vanuatu	7957	27
nya-nya.txt	nya	Chichewa	Niger-Congo	Malawi	31099	66
nys-nys.txt	nys	Nyungar	Australian	Australia	1285	3
nyu-nyu.txt	nyu	Nyungwe	Niger-Congo	Mozambique	2027	5
obo-oboNT.txt	obo	Manobo, Obo	Austronesian	Philippines	7957	27
okv-okv.txt	okv	Orokaiva	Trans-New Guinea	Papua New Guinea	7956	27
okv-okvh.txt	okv	Orokaiva	Trans-New Guinea	Papua New Guinea	7948	27
omw-omw-a.txt	omw	Tairora, South	Trans-New Guinea	Papua New Guinea	1557	2
omw-omw-v.txt	omw	Tairora, South	Trans-New Guinea	Papua New Guinea	348	4
omw-omw.txt	omw	Tairora, South	Trans-New Guinea	Papua New Guinea	7957	27
ong-ong.txt	ong	Olo	Torricelli	Papua New Guinea	7957	27
ons-ons.txt	ons	Ono	Trans-New Guinea	Papua New Guinea	7956	27
ood-oodNT.txt	ood	Tohono O’odham	Uto-Aztecan	United States	7957	27
opm-opm.txt	opm	Oksapmin	Trans-New Guinea	Papua New Guinea	7957	27
ory-ory.txt	ory	Odia	Indo-European	India	31099	66
ote-oteNT.txt	ote	Otomi, Mezquital	Otomanguean	Mexico	7956	27
otm-otmNT.txt	otm	Otomi, Eastern Highland	Otomanguean	Mexico	7956	27
otn-otnNT.txt	otn	Otomi, Tenango	Otomanguean	Mexico	7956	27
otq-otqNT.txt	otq	Otomi, Querétaro	Otomanguean	Mexico	7956	27
ots-otsNT.txt	ots	Otomí, Estado de México	Otomanguean	Mexico	7956	27
pab-pabNT.txt	pab	Parecís	Maipurean	Brazil	7957	27
pad-padNT.txt	pad	Paumarí	Arauan	Brazil	7957	27
pah-pahNT.txt	pah	Tenharim	Tupian	Brazil	7957	27
pan-pan.txt	pan	Punjabi, Eastern	Indo-European	India	31099	66
pao-paoNT.txt	pao	Paiute, Northern	Uto-Aztecan	United States	7957	27
pes-pesOPV.txt	pes	Persian, Iranian	Indo-European	Iran, Islamic Republic of	31078	66
pib-pibNT.txt	pib	Yine	Maipurean	Peru	7957	27
pio-pioNT.txt	pio	Piapoco	Maipurean	Colombia	7956	27
pir-pirNT.txt	pir	Piratapuyo	Tucanoan	Brazil	7957	27
piu-piu2006.txt	piu	Pintupi-Luritja	Australian	Australia	14699	56
pjt-pjt.txt	pjt	Pitjantjatjara	Australian	Australia	12948	44
pls-plsNT.txt	pls	Popoloca, San Marcos Tlacoyalco	Otomanguean	Mexico	7956	27
plu-plu.txt	plu	Palikúr	Maipurean	Brazil	7954	27
pma-pma.txt	pma	Paama	Austronesian	Vanuatu	11047	54
poe-poeNT.txt	poe	Popoloca, San Juan Atzingo	Otomanguean	Mexico	7956	27
poh-pohNT.txt	poh	Poqomchi’	Mayan	Guatemala	7956	27
poi-poiNT.txt	poi	Popoluca, Highland	Mixe-Zoquean	Mexico	7956	27
pol-polsz.txt	pol	Polish	Indo-European	Poland	7956	27
pol-polubg.txt	pol	Polish	Indo-European	Poland	31097	66
pon-pon-pdn.txt	pon	Pohnpeian	Austronesian	Micronesia, Federated States of	10414	28
pon-pon.txt	pon	Pohnpeian	Austronesian	Micronesia, Federated States of	10414	28
pon-pon2006.txt	pon	Pohnpeian	Austronesian	Micronesia, Federated States of	31098	66
pon-pon2006a.txt	pon	Pohnpeian	Austronesian	Micronesia, Federated States of	32934	72
por-porblt.txt	por	Portuguese	Indo-European	Portugal	7940	27
por-porbr2018.txt	por	Portuguese	Indo-European	Portugal	31097	66
por-porbrbsl.txt	por	Portuguese	Indo-European	Portugal	31090	66
por-portft.txt	por	Portuguese	Indo-European	Portugal	7953	27
poy-poy.txt	poy	Pogolo	Niger-Congo	Tanzania, United Republic of	7957	27
ppo-ppo.txt	ppo	Folopa	Trans-New Guinea	Papua New Guinea	7956	27
prf-prfNT.txt	prf	Paranan	Austronesian	Philippines	7957	27
pri-priNT.txt	pri	Paicî	Austronesian	New Caledonia	7957	27
ptp-ptp.txt	ptp	Patep	Austronesian	Papua New Guinea	7957	27
ptu-ptu.txt	ptu	Bambam	Austronesian	Indonesia	9490	28
pwg-pwg.txt	pwg	Gapapaiwa	Austronesian	Papua New Guinea	9490	28
qub-qub.txt	qub	Quechua, Huallaga	Quechuan	Peru	31099	66
quc-qucNNT.txt	quc	K’iche’	Mayan	Guatemala	7957	27
quc-qucTNT.txt	quc	K’iche’	Mayan	Guatemala	7956	27
quf-qufNT.txt	quf	Quechua, Lambayeque	Quechuan	Peru	7957	27
quh-quhNT.txt	quh	Quechua, South Bolivian	Quechuan	Bolivia, Plurinational State of	7957	27
qul-qulNT.txt	qul	Quechua, North Bolivian	Quechuan	Bolivia, Plurinational State of	7957	27
qup-qupNT.txt	qup	Quechua, Southern Pastaza	Quechuan	Peru	7957	27
qvc-qvcNT.txt	qvc	Quechua, Cajamarca	Quechuan	Peru	7957	27
qve-qveNT.txt	qve	Quechua, Eastern Apurímac	Quechuan	Peru	7957	27
qvh-qvhNT.txt	qvh	Quechua, Huamalíes-Dos de Mayo Huánuco	Quechuan	Peru	7957	27
qvm-qvmNT.txt	qvm	Quechua, Margos-Yarowilca-Lauricocha	Quechuan	Peru	7957	27
qvn-qvnNT.txt	qvn	Quechua, North Junín	Quechuan	Peru	7957	27
qvs-qvsNT.txt	qvs	Quechua, San Martín	Quechuan	Peru	8308	28
qvw-qvwNT.txt	qvw	Quechua, Huaylla Wanca	Quechuan	Peru	7957	27
qvz-qvzNT.txt	qvz	Quichua, Northern Pastaza	Quechuan	Ecuador	7957	27
qwh-qwhNT.txt	qwh	Quechua, Huaylas Ancash	Quechuan	Peru	7957	27
qxh-qxhNT.txt	qxh	Quechua, Panao	Quechuan	Peru	7957	27
qxn-qxnNT.txt	qxn	Quechua, Northern Conchucos Ancash	Quechuan	Peru	7955	27
qxo-qxoNT.txt	qxo	Quechua, Southern Conchucos	Quechuan	Peru	7954	27
rai-rai.txt	rai	Ramoaaina	Austronesian	Papua New Guinea	7957	27
reg-reg.txt	reg	Kara	Niger-Congo	Tanzania, United Republic of	7954	27
rgu-rgu.txt	rgu	Rikou	Austronesian	Indonesia	8611	27
rkb-rkbNT.txt	rkb	Rikbaktsa	Language isolate	Brazil	7957	27
rmc-rmc.txt	rmc	Romani, Carpathian	Indo-European	Slovakia	20019	44
rmy-rmyArli.txt	rmy	Romani, Vlax	Indo-European	Romania	1150	1
rmy-rmyChergash.txt	rmy	Romani, Vlax	Indo-European	Romania	1150	1
rmy-rmyGurbet.txt	rmy	Romani, Vlax	Indo-European	Romania	1150	1
ron-ron1924.txt	ron	Romanian	Indo-European	Romania	31040	66
ron-ronBayash.txt	ron	Romanian	Indo-European	Romania	1149	1
ron-ronlsb.txt	ron	Romanian	Indo-European	Romania	7948	27
ron-ronludari.txt	ron	Romanian	Indo-European	Romania	1151	1
roo-roo.txt	roo	Rotokas	North Bougainville	Papua New Guinea	7956	27
rop-rop.txt	rop	Kriol	Creole	Australia	31098	66
row-row.txt	row	Dela-Oenale	Austronesian	Indonesia	9490	28
rro-rro.txt	rro	Waima	Austronesian	Papua New Guinea	7956	27
ruf-ruf.txt	ruf	Luguru	Niger-Congo	Tanzania, United Republic of	7957	27
rug-rug.txt	rug	Roviana	Austronesian	Solomon Islands	31092	66
rus-russyn.txt	rus	Russian	Indo-European	Russian Federation	31160	66
rwo-rwo-karo.txt	rwo	Rawa	Trans-New Guinea	Papua New Guinea	7956	27
rwo-rwo-rawa.txt	rwo	Rawa	Trans-New Guinea	Papua New Guinea	7956	27
sab-sabNT.txt	sab	Buglere	Chibchan	Panama	7957	27
san-sanasm.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanben.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanbur.txt	san	Sanskrit	Indo-European	India	7957	27
san-sandev.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanguj.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanhk.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanias.txt	san	Sanskrit	Indo-European	India	7957	27
san-saniso.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanitr.txt	san	Sanskrit	Indo-European	India	7957	27
san-sankhm.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanmal.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanori.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanpun.txt	san	Sanskrit	Indo-European	India	7957	27
san-sansin.txt	san	Sanskrit	Indo-European	India	7957	27
san-santam.txt	san	Sanskrit	Indo-European	India	7957	27
san-santel.txt	san	Sanskrit	Indo-European	India	7957	27
san-santha.txt	san	Sanskrit	Indo-European	India	7957	27
san-santib.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanurd.txt	san	Sanskrit	Indo-European	India	7957	27
san-sanvel.txt	san	Sanskrit	Indo-European	India	7957	27
sbe-sbe.txt	sbe	Saliba	Austronesian	Papua New Guinea	6326	24
sbk-sbk.txt	sbk	Safwa	Niger-Congo	Tanzania, United Republic of	7951	27
sbs-sbs.txt	sbs	Kuhane	Niger-Congo	Namibia	7953	27
seh-seh.txt	seh	Sena	Niger-Congo	Mozambique	1962	5
sey-seyNT.txt	sey	Paicoca	Tucanoan	Ecuador	7957	27
sgb-sgb.txt	sgb	Ayta, Mag-antsi	Austronesian	Philippines	7957	27
sgz-sgz.txt	sgz	Sursurunga	Austronesian	Papua New Guinea	7957	27
shj-shj.txt	shj	Shatt	Nilo-Saharan	Sudan	1151	1
shp-shpNTpo.txt	shp	Shipibo-Conibo	Panoan	Peru	9807	33
sim-sim.txt	sim	Mende	Sepik	Papua New Guinea	7957	27
sja-sjaNT.txt	sja	Epena	Chocoan	Colombia	7957	27
sll-sll.txt	sll	Yui	Trans-New Guinea	Papua New Guinea	7951	27
smk-smkNT.txt	smk	Bolinao	Austronesian	Philippines	7957	27
snc-snc.txt	snc	Sinaugoro	Austronesian	Papua New Guinea	7957	27
snn-snnNT.txt	snn	Siona	Tucanoan	Colombia	7957	27
snp-snp-lambau.txt	snp	Siane	Trans-New Guinea	Papua New Guinea	7957	27
snp-snp.txt	snp	Siane	Trans-New Guinea	Papua New Guinea	7957	27
snx-snx.txt	snx	Sam	Trans-New Guinea	Papua New Guinea	678	1
sny-sny.txt	sny	Saniyo-Hiyewe	Sepik	Papua New Guinea	7957	27
som-som.txt	som	Somali	Afro-Asiatic	Somalia	31098	66
soq-soq.txt	soq	Kanasi	Trans-New Guinea	Papua New Guinea	10856	55
soy-soy.txt	soy	Miyobe	Niger-Congo	Benin	7957	27
spa-spabes.txt	spa	Spanish	Indo-European	Spain	31096	66
spa-spablm.txt	spa	Spanish	Indo-European	Spain	37395	81
spa-spapddpt.txt	spa	Spanish	Indo-European	Spain	31099	66
spa-spaRV1909.txt	spa	Spanish	Indo-European	Spain	31081	66
spa-sparvg.txt	spa	Spanish	Indo-European	Spain	31097	66
spa-spavbl.txt	spa	Spanish	Indo-European	Spain	31081	66
spl-spl.txt	spl	Selepet	Trans-New Guinea	Papua New Guinea	7956	27
spm-spm.txt	spm	Akukem	Ramu-Lower Sepik	Papua New Guinea	1684	2
spp-spp.txt	spp	Sénoufo, Supyire	Niger-Congo	Mali	9574	29
sps-sps.txt	sps	Saposa	Austronesian	Papua New Guinea	8242	29
spy-spyNT.txt	spy	Sabaot	Nilo-Saharan	Kenya	7943	27
sri-sri.txt	sri	Siriano	Tucanoan	Colombia	7957	27
srm-srmNT.txt	srm	Saramaccan	Creole	Suriname	7957	27
srn-srnNT.txt	srn	Sranan Tongo	Creole	Suriname	7957	27
srp-srp1865.txt	srp	Serbian	Indo-European	Serbia	31072	66
srq-srqNT.txt	srq	Sirionó	Tupian	Bolivia, Plurinational State of	7957	27
ssd-ssd.txt	ssd	Siroi	Trans-New Guinea	Papua New Guinea	11147	33
ssg-ssg.txt	ssg	Seimat	Austronesian	Papua New Guinea	7957	27
ssx-ssx.txt	ssx	Samberigi	Trans-New Guinea	Papua New Guinea	9489	28
stp-stpNT.txt	stp	Tepehuan, Southeastern	Uto-Aztecan	Mexico	7957	27
sua-sua.txt	sua	Sulka	Language isolate	Papua New Guinea	7955	27
sue-sue.txt	sue	Suena	Trans-New Guinea	Papua New Guinea	7957	27
sus-sus.txt	sus	Susu	Niger-Congo	Guinea	31170	66
sus-susa.txt	sus	Susu	Niger-Congo	Guinea	31170	66
suz-suzBl.txt	suz	Sunwar	Sino-Tibetan	Nepal	31099	66
swe-swe.txt	swe	Swedish	Indo-European	Sweden	11913	32
swh-swh1850.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of	7851	26
swh-swhonen.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of	31098	66
swh-swhulb.txt	swh	Swahili	Niger-Congo	Tanzania, United Republic of	31098	66
swp-swp.txt	swp	Suau	Austronesian	Papua New Guinea	11725	31
sxb-sxbNT.txt	sxb	Suba	Niger-Congo	Kenya	7957	27
tac-tacNT.txt	tac	Tarahumara, Western	Uto-Aztecan	Mexico	7956	27
taj-taj.txt	taj	Tamang, Eastern	Sino-Tibetan	Nepal	7957	27
tam-tam2017.txt	tam	Tamil	Dravidian	India	31099	66
tav-tav.txt	tav	Tatuyo	Tucanoan	Colombia	7957	27
taw-taw.txt	taw	Tay	Trans-New Guinea	Papua New Guinea	7957	27
tbc-tbc.txt	tbc	Takia	Austronesian	Papua New Guinea	7950	27
tbf-tbf.txt	tbf	Mandara	Austronesian	Papua New Guinea	7957	27
tbg-tbg-a.txt	tbg	Tairora, North	Trans-New Guinea	Papua New Guinea	793	5
tbg-tbg.txt	tbg	Tairora, North	Trans-New Guinea	Papua New Guinea	19848	45
tbl-tblNT.txt	tbl	Tboli	Austronesian	Philippines	1071	1
tbo-tbo.txt	tbo	Tawala	Austronesian	Papua New Guinea	7950	27
tbz-tbzsim.txt	tbz	Ditammari	Niger-Congo	Benin	31169	66
tca-tcaNT.txt	tca	Ticuna	Language isolate	Brazil	7956	27
tcs-tcs.txt	tcs	Torres Strait Creole	Creole	Australia	9622	30
tcz-tczchongthu.txt	tcz	Chin, Thado	Sino-Tibetan	India	31068	66
tdt-tdt.txt	tdt	Tetun Dili	Creole	Timor-Leste	7957	27
tee-teeNT.txt	tee	Tepehua, Huehuetla	Totonacan	Mexico	7956	27
tel-tel2017.txt	tel	Telugu	Dravidian	India	31099	66
ter-terNT.txt	ter	Terêna	Maipurean	Brazil	7957	27
tet-tet.txt	tet	Tetun	Austronesian	Timor-Leste	9490	28
tew-tew.txt	tew	Tewa	Kiowa-Tanoan	United States	4997	17
tfr-tfrNTpo.txt	tfr	Teribe	Chibchan	Panama	9623	30
tgk-tgk.txt	tgk	Tajik	Indo-European	Tajikistan	4411	13
tgl-tglulb.txt	tgl	Tagalog	Austronesian	Philippines	31099	66
tgo-tgo.txt	tgo	Sudest	Austronesian	Papua New Guinea	8087	29
tgp-tgp.txt	tgp	Tangoa	Austronesian	Vanuatu	7957	27
tha-thaKJV.txt	tha	Thai	Kra-Dai	Thailand	31097	66
thd-thd.txt	thd	Kuuk Thayorre	Australian	Australia	171	4
tif-tif.txt	tif	Tifal	Trans-New Guinea	Papua New Guinea	7957	27
tim-tim.txt	tim	Timbe	Trans-New Guinea	Papua New Guinea	7957	27
tiw-tiw.txt	tiw	Tiwi	Australian	Australia	1575	4
tiy-tiy.txt	tiy	Teduray	Austronesian	Philippines	7956	27
tke-tke.txt	tke	Takwane	Niger-Congo	Mozambique	1150	1
tku-tkuNT.txt	tku	Totonac, Upper Necaxa	Totonacan	Mexico	7956	27
tlf-tlf.txt	tlf	Telefol	Trans-New Guinea	Papua New Guinea	7956	27
tmd-tmd.txt	tmd	Haruai	Piawi	Papua New Guinea	7955	27
